customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6597-RNLDE,Male,0,Yes,No,48,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,50.96,2288.08,No
9683-NRHHL,Female,0,No,No,18,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),60.11,1073.4,No
4882-AJDBW,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),93.29,550.65,Yes
6565-XASCX,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),36.1,579.44,No
2323-NBSMX,Male,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,99.67,970.83,No
4003-BEYYV,Female,0,Yes,No,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),65.48,850.37,Yes
1772-JDZCX,Female,0,No,Yes,0,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,64.85, ,Yes
4813-UYZGA,Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,85.27,5712.1,No
7081-WTDYC,Female,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,86.26,2543.42,No
2527-BLMWW,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),93.29,1109.28,Yes
2361-UVVKD,Female,0,No,No,25,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.58,1367.11,No
4356-FKVLG,Male,0,No,No,54,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),83.17,4441.21,No
1344-JABVB,Female,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),92.68,4007.77,No
5370-PWFJV,Female,0,No,No,3,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),72.64,202.33,No
4579-JZFFQ,Male,1,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),30.29,297.59,No
9938-MAQQH,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,83.49,3041.65,No
3195-QKNSG,Female,0,Yes,No,70,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,68.21,4758.93,No
8848-MEEUL,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),96.15,461.26,No
4079-MHLXU,Female,0,No,No,62,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,78.54,4533.42,Yes
4109-FFNNE,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.83,111.21,Yes
3994-RQDFB,Male,0,No,No,36,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,67.15,2228.43,No
3010-CZEUG,Female,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.66,311.67,No
6170-RVUEE,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),114.89,3423.84,No
7381-QPBYQ,Male,0,Yes,No,67,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),84.66,5459.16,No
4897-DPBLN,Female,1,No,No,15,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,64.63,962.65,No
3701-YUWTN,Female,0,No,No,46,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.06,2458.32,No
8581-GSBHZ,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.53,588.6,Yes
8006-UZCSZ,Male,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,106.13,4792.53,No
2941-GPMQS,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.95,91.24,Yes
3582-VGKVF,Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,91.89,1820.15,Yes
8153-TKFDR,Female,1,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,106.53,6818.49,No
4747-EFJCN,Male,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.52,1457.09,No
2168-UETUY,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),94.61,6411.11,No
6420-HJCCB,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,89.37,4223.16,No
1045-MVUXG,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.22,380.07,No
2147-GBLTT,Female,0,No,No,33,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,48.47,1530.46,Yes
7416-RTCPQ,Male,0,Yes,No,64,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,86.71,5367.53,Yes
9649-XGNSR,Female,1,No,No,49,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),71.03,3229.79,No
5059-DUKBF,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.78,983.48,No
9582-AKAAS,Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.0,1812.87,Yes
9931-APRZL,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.92,228.72,No
3450-DLRAV,Female,0,No,No,70,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.34,5985.38,No
8338-FJQQT,Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.84,833.01,Yes
8782-BQPCV,Female,0,No,No,72,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),58.85,4193.52,No
3663-VSMGU,Male,0,No,No,58,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),88.07,4789.09,No
6614-JLHKL,Male,1,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.29,1009.53,No
7459-SUCDM,Female,0,No,No,34,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.0,1797.17,Yes
8488-SXNFP,Male,0,Yes,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),63.65,118.78,No
7374-EJAXG,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.27,2017.12,No
8258-NWRCB,Male,0,No,Yes,16,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),95.03,1511.06,No
8854-MFNWR,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),96.08,4799.21,No
5206-LWXVH,Female,0,Yes,No,14,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,77.73,1008.96,Yes
1410-TPHQB,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.65,1355.57,No
4106-WYYBJ,Female,1,Yes,Yes,21,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),60.05,1223.82,No
8875-RLCFN,Male,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.63,1448.84,No
7453-QNRDK,Female,1,No,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.93,2358.65,Yes
4041-GHJNP,Female,1,No,No,54,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),83.65,4470.63,Yes
3989-TJGAD,Male,0,Yes,Yes,48,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.71,2463.37,No
8914-PBWLE,Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,82.36,5822.69,No
7503-EHTVR,Male,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.52,1071.77,No
8564-ZLBQL,Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,93.15,2186.68,No
8848-FYRWQ,Female,0,No,No,47,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,62.54,2877.09,No
1602-BHBEP,Female,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,57.74,112.95,No
9629-LJAML,Female,0,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.73,1427.25,No
2383-THUME,Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),82.45,3830.01,No
3546-AWHDV,Female,0,Yes,No,3,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,63.91,189.4,No
9282-JXJJA,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.89,221.99,No
8402-RXXXH,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.79,64.58,No
5579-GLZMG,Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.25,1308.68,No
4002-LNTVH,Female,1,Yes,No,48,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,66.36,2956.36,Yes
7194-SXXEX,Male,1,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,74.81,810.49,Yes
5889-YAUGY,Female,0,Yes,No,39,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,58.7,2179.39,No
1586-QCZVN,Female,0,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,620.79,No
5216-TPYMR,Female,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.75,3383.73,No
7482-DJCAJ,Female,0,Yes,No,45,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),67.73,2950.49,No
6980-FMUEL,Male,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.39,1210.53,No
3858-UUDMT,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.0,2071.33,No
7167-KNRGG,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,82.44,855.61,No
3687-HPJSZ,Female,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,103.49,6873.74,Yes
6409-XQCXC,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,83.95,3255.85,Yes
8097-QBNMK,Male,1,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.13,1041.54,No
5305-PJLBZ,Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.85,1578.34,No
9545-FYQDL,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.28,2110.2,No
1089-GWSTL,Female,1,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.36,740.56,Yes
7972-XPVPC,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.26,1805.22,No
1049-BTCTT,Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.32,969.31,Yes
8613-ZTZMF,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.26,297.27,No
1660-PNURQ,Female,1,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.56,104.44,Yes
1105-PVDRK,Male,0,Yes,Yes,59,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.53,4635.74,Yes
8512-KYSVX,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.59,588.94,No
4491-DBACS,Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.75,183.79,No
6662-MTNUJ,Male,0,No,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),53.94,154.16,No
9736-STJZC,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,78.57,5177.04,No
4823-NFZNT,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,89.07,3599.39,No
1540-DPTLF,Male,0,No,Yes,38,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),47.26,1754.19,No
3970-SDYLE,Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.78,3236.65,Yes
8007-FMSGJ,Male,0,No,No,30,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),76.4,2266.99,No
9018-SQCTE,Male,0,No,No,69,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),59.98,3915.49,No
1350-WSDJS,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.54,4032.9,No
7655-HQPNZ,Male,0,No,No,46,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,59.03,2686.4,No
2172-PSDAG,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),81.2,4889.06,No
4876-QRCFX,Female,1,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.14, ,No
1178-HGGJB,Female,1,Yes,No,23,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,66.42,1505.88,No
5637-SKKSS,Male,0,Yes,Yes,60,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,54.44,3200.26,No
6058-PFWAC,Male,0,No,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),51.84,351.37,Yes
4638-BHTJW,Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,90.25,2158.85,Yes
5486-PURBX,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),82.14,836.93,No
9393-VWTTJ,Female,0,No,No,52,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),92.85,4768.29,Yes
2274-QYHJD,Male,1,No,No,61,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),47.76,2883.19,No
7932-ADDUE,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,84.87,1523.9,No
4921-PUYAN,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.9,1009.01,No
2938-FSUMK,Male,1,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.08,1203.82,No
1720-WZREQ,Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,80.83,5167.53,No
2707-ERAEH,Male,0,Yes,No,67,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,65.7,4130.18,No
4971-DXFKP,Male,0,No,No,33,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.58,1794.16,Yes
8875-GYUMD,Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.61,472.29,Yes
7454-ELNLA,Female,1,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),87.2,4460.28,No
1997-EGBNR,Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,95.46,3646.26,No
2570-WDUJB,Female,0,Yes,No,33,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),62.13,1971.83,Yes
3145-ZGRDB,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.89,1073.4,No
3585-BWCSZ,Female,1,No,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),73.67,3371.48,No
3062-HFCJA,Male,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.4,421.08,No
3714-DFNZS,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.03,614.55,No
3994-UGBGB,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,99.3,2307.4,Yes
2548-EFKPL,Female,1,No,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,88.07,3130.86,No
7619-XYTJL,Female,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.3,1101.69,No
3616-NNJBB,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),66.06,194.36,No
3697-BYLVS,Female,1,No,No,21,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.9,1293.79,Yes
4007-BPTSY,Female,0,No,Yes,53,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,67.78,3458.87,No
4194-UAVQN,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),93.41,184.42,Yes
8240-WWTCB,Female,0,Yes,No,58,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),78.44,4447.43,No
3396-JDZCW,Female,0,Yes,Yes,56,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),56.12,2954.39,No
1014-ESLWH,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,90.58,1948.03,No
4030-UXDYW,Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),84.62,3692.2,No
5730-CACDE,Male,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.0,840.68,No
6553-KNJNK,Female,0,No,No,18,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,69.8,1164.84,Yes
6402-RRJHB,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.28,272.48,No
6527-XZZDB,Male,1,Yes,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.65,1269.32,No
1000-CAXDL,Male,0,No,No,62,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.62,4841.76,Yes
9706-ZRBEH,Male,0,Yes,Yes,65,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),87.02,5257.19,No
8744-YATFM,Male,0,Yes,No,10,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.82,633.01,No
2802-TGZVB,Male,0,No,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),86.04,5738.64,No
