gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),114.89,3423.84,No
Male,0,Yes,No,67,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),84.66,5459.16,No
Female,1,No,No,15,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,64.63,962.65,No
Female,0,No,No,46,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.06,2458.32,No
Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.53,588.6,Yes
Male,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,106.13,4792.53,No
Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.95,91.24,Yes
Female,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,91.89,1820.15,Yes
Female,1,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,106.53,6818.49,No
Male,1,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.52,1457.09,No
Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),94.61,6411.11,No
Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,89.37,4223.16,No
Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,30.22,380.07,No
Female,0,No,No,33,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,48.47,1530.46,Yes
Male,0,Yes,No,64,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,86.71,5367.53,Yes
Female,1,No,No,49,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),71.03,3229.79,No
Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.78,983.48,No
Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.0,1812.87,Yes
Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.92,228.72,No
Female,0,No,No,70,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),91.34,5985.38,No
Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),94.84,833.01,Yes
Female,0,No,No,72,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),58.85,4193.52,No
Male,0,No,No,58,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),88.07,4789.09,No
Male,1,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.29,1009.53,No
Female,0,No,No,34,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),53.0,1797.17,Yes
Male,0,Yes,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),63.65,118.78,No
Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.27,2017.12,No
Male,0,No,Yes,16,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),95.03,1511.06,No
Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),96.08,4799.21,No
Female,0,Yes,No,14,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,77.73,1008.96,Yes
Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.65,1355.57,No
Female,1,Yes,Yes,21,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),60.05,1223.82,No
Male,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.63,1448.84,No
Female,1,No,No,26,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.93,2358.65,Yes
Female,1,No,No,54,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),83.65,4470.63,Yes
Male,0,Yes,Yes,48,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),52.71,2463.37,No
Male,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,82.36,5822.69,No
Male,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.52,1071.77,No
Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,93.15,2186.68,No
Female,0,No,No,47,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,62.54,2877.09,No
Female,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,57.74,112.95,No
Female,0,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.73,1427.25,No
Male,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),82.45,3830.01,No
Female,0,Yes,No,3,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,63.91,189.4,No
Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.89,221.99,No
Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.79,64.58,No
Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.25,1308.68,No
Female,1,Yes,No,48,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,66.36,2956.36,Yes
Male,1,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,74.81,810.49,Yes
Female,0,Yes,No,39,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,58.7,2179.39,No
Female,0,Yes,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,620.79,No
Female,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.75,3383.73,No
Female,0,Yes,No,45,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),67.73,2950.49,No
Male,0,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.39,1210.53,No
Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.0,2071.33,No
Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,82.44,855.61,No
Female,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,103.49,6873.74,Yes
Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,83.95,3255.85,Yes
Male,1,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.13,1041.54,No
Male,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.85,1578.34,No
Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.28,2110.2,No
Female,1,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.36,740.56,Yes
Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.26,1805.22,No
Male,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.32,969.31,Yes
Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.26,297.27,No
Female,1,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.56,104.44,Yes
Male,0,Yes,Yes,59,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,83.53,4635.74,Yes
Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.59,588.94,No
Male,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.75,183.79,No
Male,0,No,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),53.94,154.16,No
Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,78.57,5177.04,No
Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,89.07,3599.39,No
Male,0,No,Yes,38,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),47.26,1754.19,No
Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.78,3236.65,Yes
Male,0,No,No,30,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),76.4,2266.99,No
Male,0,No,No,69,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),59.98,3915.49,No
Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),94.54,4032.9,No
Male,0,No,No,46,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,59.03,2686.4,No
Male,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),81.2,4889.06,No
Female,1,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.14,0.0,No
Female,1,Yes,No,23,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,66.42,1505.88,No
Male,0,Yes,Yes,60,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,54.44,3200.26,No
Male,0,No,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),51.84,351.37,Yes
Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,90.25,2158.85,Yes
Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),82.14,836.93,No
Female,0,No,No,52,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),92.85,4768.29,Yes
Male,1,No,No,61,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),47.76,2883.19,No
Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,84.87,1523.9,No
Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.9,1009.01,No
Male,1,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.08,1203.82,No
Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,80.83,5167.53,No
Male,0,Yes,No,67,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,65.7,4130.18,No
Male,0,No,No,33,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.58,1794.16,Yes
Male,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.61,472.29,Yes
Female,1,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),87.2,4460.28,No
Male,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,95.46,3646.26,No
Female,0,Yes,No,33,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),62.13,1971.83,Yes
Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.89,1073.4,No
Female,1,No,No,47,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),73.67,3371.48,No
Male,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,22.4,421.08,No
Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.03,614.55,No
Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,99.3,2307.4,Yes
Female,1,No,No,36,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,88.07,3130.86,No
Female,0,Yes,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.3,1101.69,No
Female,0,Yes,No,3,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),66.06,194.36,No
Female,1,No,No,21,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.9,1293.79,Yes
Female,0,No,Yes,53,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,67.78,3458.87,No
Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),93.41,184.42,Yes
Female,0,Yes,No,58,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),78.44,4447.43,No
Female,0,Yes,Yes,56,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),56.12,2954.39,No
Female,0,No,Yes,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,90.58,1948.03,No
Male,0,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),84.62,3692.2,No
Male,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.0,840.68,No
Female,0,No,No,18,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,69.8,1164.84,Yes
Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.28,272.48,No
Male,1,Yes,Yes,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.65,1269.32,No
Male,0,No,No,62,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.62,4841.76,Yes
Male,0,Yes,Yes,65,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),87.02,5257.19,No
Male,0,Yes,No,10,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),67.82,633.01,No
Male,0,No,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),86.04,5738.64,No
Male,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.79,1304.03,No
Male,0,Yes,No,37,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),65.31,2228.53,No
Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.09,632.53,No
Female,0,No,Yes,17,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,73.93,1225.96,No
Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.73,500.11,Yes
Female,1,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,89.76,991.31,No
Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.31,5139.26,Yes
Male,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.76,1760.81,No
Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,89.0,5756.3,No
Female,0,No,No,65,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),73.72,4591.8,No
Female,0,Yes,No,9,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),88.11,729.99,No
Female,1,Yes,No,54,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,47.16,2437.32,Yes
Female,1,Yes,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.83,1629.85,No
Female,0,No,No,37,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,61.3,2134.42,No
Female,1,Yes,No,40,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),77.99,3018.21,No
Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),76.21,1998.52,No
Female,0,No,Yes,60,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.7,5408.52,No
Male,0,No,Yes,51,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,94.22,4683.76,No
Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),98.64,4184.23,No
Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.19,0.0,No
Male,1,No,No,70,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.92,4879.47,No
Female,0,No,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.05,738.35,No
Male,0,Yes,Yes,69,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.89,3980.71,No
Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.01,1429.79,No
Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.97,3693.02,No
